job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,label
3735.0,jr sharepoint developer,"US, TX, Irving",IW,65000-70000,why work at imaginetåê ûïworking at imaginet is great i get to work with leading edge technology as well as the some of the best developers project managers and management in the industry û åê evan bosscher application developer at imaginet ûïimaginet enables me to use the latest tools and platforms to solve complex and challenging problems and encourages me to continue growing in my application development career åê my peers at imaginet are some of the best and brightest developers in the country û åê tyler doerksen cloud application specialist at imaginetåêat imaginet our clients look to us to help them with their toughest projects using the newest technologies åê we are the technology partner who tames their chaos who turns disruption into steady state and makes the unknown more predictable åê we are at the forefront of emerging technology trends new product releases and shifts in the software development industry åê we are constantly learning about and experimenting with the latest and greatest software platforms controls processes and design patterns åêour current projects include û åêåêåêåêåêåêåêåêåêåêåêåê enterprise mobility û åêåêåêåêåêåêåêåêåêåêåêåê dev ops û åêåêåêåêåêåêåêåêåêåêåêåê business intelligence û åêåêåêåêåêåêåêåêåêåêåêåê scrum lean kanban û åêåêåêåêåêåêåêåêåêåêåêåê enterprise content managementif you are passionate about being part of a leading edge software development team with a commitment to continuous learning we want you as part of the imaginet team balancepeople lead dynamic lives and not all personal commitments lie outside of 9 5 åê at imaginet we recognize that our employees need the flexibility to support their families hobbies charities and other interests to stay motivated and fulfilled åê many employees work partially from home start stop work at different times or telecommute from a home office åê at imaginet it is passion and performance that counts not which hours in the day you sit in the office personal developmentwe want the best and brightest minds working with us åê our employees are recognized thought leaders in software development and we encourage continued learning åêimaginet employees who wish to write exams are subsidized upon the completion of technical certifications and can receive raises for exemplary results åê we fund and encourage our employee ûªs participation at conferences with special interest in those who can speak on niche software development topics and practices imaginet has more microsoft mvps on staff per capita than any other microsoft partner and we encourage employees to attend the mvp summits at microsoft in redmond åê imaginet employees are very active in the local software community and lead net user groups in many of our employees residing cities åê we also encourage our employees to present internally via ûïlunch and learns û on topics of interest compensationåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêåêeven though imaginet is a great place to work it ûªs still a job and you want to be paid åê we pride ourselves on our û promote from within ûª philosophy and provide competitive compensations we provide excellent health care benefits including eye dental and disability åê we also offer overtime to our employees that want to work extra hours on select projects recognized leadersimaginet is globally recognized within the software industry as a premier consulting and software development organization åê we are a multiple microsoft gold partner telerik gold partner url_eb33f3e87ac1203366e8701171cb1ef8a42857099f85613b3b7f029ffb751723 partner and a founding member of the lean kanban university åêåê we are invited to speak at conferences around the world and have published numerous books under microsoft press åê in addition we have many microsoft mvps virtual technical specialists vtss and regional directors on staff åêour experience spans over 2 400 engagements 1 100 clients and over 17 years åê we are the world leaders in alm on the microsoft platform and 1st ever winner of the global microsoft partner of the year award in alm,looking to enhance your net skills with sharepoint åê imaginet information worker team seeks a junior sharepoint developer to plan enhance maintain and support our growing list of enterprise customers seeking long term sharepoint support for these mission critical applications åê as a sharepoint developer you will design and implement solutions based on the sharepoint 2013 2010 2007 platform job responsibilitiescommunicate directly with customers around requirements and or issuesdevelop sharepoint business solutionsdevelop custom sharepoint artifacts lists libraries workflows solutions web parts etc collaborate with imaginet information worker development teamparticipate in team meetings and reviewunderstanding of object oriented programmingunderstanding of relational databasesdevelops practical and workable solutions to technicalåêand business problemsanalyzes requirements and potential solutions foråêtechnical and economic feasibilityresponsible for identifying application need requirementsåêand designing the software application specifications and resources neededåêto complete the project,experience and or sound understand of the following sharepointåêcustomizations using sharepoint designer and or visual studiocustom web part development using visual studioworkflowåêdesign and development using sharepoint designer and or visual studioinfopathåêform development infopath web formsutilizingåêbusiness connectivity services for retrieving data from external sources url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a åêdevelopment and net framework 3 0 4 0 professional imageexcellentåêcommunications skills both written and oraladditional valued assetspreferenceåêwould be given to candidates having experience on at least one of theåêfollowing html 5 åêcss 3 javascriptexposureåêto windows workflow foundation and windows communication foundationvisualåêstudio lightswitch developmentdemonstratedåêability to work collaboratively with internal and external customerspossessåêstrong technical troubleshooting skillsgoalåêoriented with a high degree of initiativesharepoint server infrastructure architecture implementation andåêconfiguration skills are essentialvisual studio or other ideunderstanding of net åêjava script jquery htmlåêand csssql server,health dental life amp vision insurancevacationholidays401kflexible spending accountcompany health savings accountlong and short term disability,0.0,1.0,1.0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0
15357.0,construction management chicagoland area,"US, IL, Glendale heights",Sales,70000-125000,advocate construction is an up and coming leader in the disaster recovery industry in early 2012 advocate was founded by two individuals that decided that they wanted something better in life today their idea hard work and dedication has grown advocate construction into a team of over 25 sales professionals and 3 branches offices in 3 different states with more offices opening soon advocate believes in growth of its entire workforce and offers an outstanding management training program our sales managers will provide the invaluable tools needed for you to be successful for many years to come so if you have what it takes to be part of something great then we encourage you to apply today åêthe advocate difference we believe that hard work and dedication deserves to be rewarded we provide the opportunity for every single team member to be successful by homing in on a working process and delivering a top notch product plus exceeding our commitment to service this posture has taken us to the next level of sales and revenue,are you looking for an exciting new position and an opportunity to change your life for the better about us advocate construction is currently expanding our territory in the chicago area due to this exciting growth we are now looking to offer an outstanding opportunity for the right person that is not intimidated by hard work and has what it takes to become part of a company that has increased sales year after year as an assistant manager you will help advocate construction in our mission to help homeowners obtain much needed repairs to their homes after they have experienced damage due to a severe storm at little or no cost advocate construction offers an outstanding management trainee program mtp which focuses on sales and business management education this invaluable training will enable you to acquire an impressive skill set which will lead you into senior management and earn a sustainable income for many years to come if you are seeking a long term career with unlimited potential and are interested in becoming a assistant manger we invite you to apply with your resume and introduction as to why you are the right person for this outstanding opportunity visit us at hr url_008f95d1230230d6c10ef1475cb94101d63ed7b9add0ff1a364c3c4a3e45286a,basic requirements needed ability to effectively communicate in english in person as well as by phone and email ability to present pitch and deliver brief customer orientations in person on consistent basis ability to work with minimal supervision after paid training has been completed ability to supervise train and develop new sales talent ability to climb roofs and ladders on a constant basis must have a pleasant energetic and empathic demeanor must be able to work secure and canvasses an area on foot and train others in the same process must be neat and have the ability to represent yourself and the company applicants with experience in the service and sales industry will be highly considered applicants with previous supervisory experience is a plus,what we offer for your hard work an excellent compensation package with secured and guaranteed high earnings vacations bonuses serious income to start 50k plus percentage of profit plus percentage of your teams profit high potential year round full time work no seasonal work here weekly compensation payout after the first two weeks of employment direct deposit available excellent new manager training by your co managers and sales director need a pickup truck no problem we offer truck rental lease assistance program develop territory which leads to a path of branch management åêrelaxed and comfortable work environment with casual business dress dedicated support team that ensures you have everything you need to be successful,0.0,1.0,1.0,Full-time,Mid-Senior level,High School or equivalent,Construction,Sales,0
13075.0,technical support associate,"US, CA, Los Angeles ",Technical Support,25000-30000,aboutppd partners provides english and spanish contact center outsourcing to companies that want more from their customer relationships we position our clients for success by delivering inbound contact center services that allow them to focus on their core business while maximizing profit we deliver the brand promise of our clients by working with them to understand and apply the knowledge behaviors and values at the core of their success missionto support our clients competitive goals and brand recognition through meaningful interactions with their customers by providing quality driven contact center solutions,we are looking to hire motivated people to add to our team of technical support associates we provide support services for thousands of business nationwide job summary åêtroubleshoot via chat email and phone customer problems with computer hardware and software issues as well as client specific equipment and applications by performing the following duties essential duties and responsibilities include the following other duties may be assigned answers incoming inquiries responds to customer questions and solves problems according to standardized procedures while maintaining a courteous manner ûò asks effective questions and gathers information to determine source of problems and customer needs ûò logs on off customer care system and accesses account files ûò enters alpha and numeric data via computer keyboard into an automated system accurately ûò accurately captures all customer and issue related information in the proper database ûò leads customers through documented process of fixing their software hardware or network problems ûò uses product information multiple client tools client specific reference materials scripting advanced technical knowledge and customer service skills and problem solving skills to diagnose and solve customer problems ûò stays current with latest technology changes,our entry levelåêtechnical support reps answer inbound calls from customers and respond to questions about phone internet and cable tv issues successful technical support agents have the following qualifications ability to troubleshoot and resolve customer issues ûò ability to utilize on line resources to resolve issues ûò ability to engage with customers while solving problems ûò ability to accurately type 25 wpm ûò ability to talk and enter customer data at the same time,we offer a comprehensive benefits package 401 k paid training paid time off promotional opportunities and more,0.0,1.0,0.0,Full-time,Entry level,High School or equivalent,Consumer Services,Other,0
5839.0,ust testing technician iii,"US, CA, Bakersfield, CA",Oil & Energy ,70000-80000,jaco oil and refined resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model åê our focus is to help develop and achieve your career goals while makeing a solid geographical cultural and professional fiit when leveraging your career into your new and exciting professional venture please direct all communications to the hr department within refined resources url_80d75e0d07ca8b108539318a0443bfe5d1ff472afa0c4540b77079c5d5f31eee åê email_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3 darren lawson vp of recruiting åê email_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c åê phone_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1,qualified candidates are encouraged to apply directly to this job posting åêdirect email and phone calls are not being considered thank you for your cooperation åêplease no recruiters åêust testing technician iiibakersfield calocal petroleumåêcompany operates primarily in retail and wholesale of motor fuels and other related petroleum products and is seeking talented experienced maintenance technicians to perform troubleshooting and maintenance on their retail gasoline equipment åêåêåê,responsibilities amp position requirements the ideal candidate will have experience working with retail gasoline dispensing and peripheral equipment ust systems weights and measures compliance and computer applications certifications with gilbarco ruby sapphire and veederjob site set up loading and unloading of equipment pressurize system locate any potential problems that may occur with testing prior install bravo retrofit fittings install underground piping fill sumps for testing pump out sump after testing must have or be able to obtain manufacturers certifications keep jobsite clean at all times åêroot tank gauging preferred åêschedule testing with local agencies qualifications certifications with gilbarco ruby sapphire and veeder,competitive compensation package including base full benefits package expense account per diem and increase in base many perks clean safe and professional working environment culture åêthe management team has a great reputation for taking good care of employees åêsteady consistent employment opportunity company has a history and reputation for the tenure of employees for the long term no layoffs or terminatins when work is slow the team always has work to keep current employees on a full time status so you can feel confident your employment will be steady and something you can count on åêif you like to travel and enjoy your indipendence this position is for you you will be traveling to multiple sites on overnight visits throughout the week and be working mostly indipendently åêthe position is available right away as we are prepared to move forward fairly quickly upon identifying the right candidate åêqualified candidates are encouraged to apply directly to this job posting åêdirect email and phone calls are not being considered thank you for your cooperation åêplease no recruiters åêåêåêåêåêåê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê åê,0.0,1.0,1.0,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1
17850.0,communication designer,"US, CA, San Francisco",Design,80000-100000,balanced labs exists to provide accountants and small businesses everywhere with a better life through intelligent and elegant tools,balanced labs exists to improve the lives of accountants and their clients with intelligent and elegant tools we ûªre an energetic team of ex xero ûªs coos designers and engineers based in san francisco and sydney åêas our communication designer you will help define our brand experience and how we communicate with our community in this role you will be responsible for our brand experience and you ûªll work across our product and marketing design teams to define how our platform connects and resonates with our customers you have a deep passion for communication design and are willing to share your expertise with others balanced labs is an equal opportunity employer,specifically we ûªre looking for 5 years of visual design experience with an online portfolio demonstrating exceptional work experience with branding and marketing projects responsive web design and responsive email design prior experience working in interactive marketing and brand communications deep understanding of fundamental visual design disciplines typography iconography composition color layout etc possess ability to think conceptually and collaboratively about design expertise using photoshop illustrator indesign and other design related software skilled and fast at producing assets strong verbal and written communication skills strong presentation skills and the ability to clearly explain design rationale self motivated able to work independently and perform multiple tasks under minimal supervision graduate or ba degree in graphic or visual design,we offer great salaries share options and a flexible approach to work hours and environment,0.0,1.0,0.0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0
15762.0,technical support associate,"US, NY, New York",Technical Support,25000-30000,aboutppd partners provides english and spanish contact center outsourcing to companies that want more from their customer relationships we position our clients for success by delivering inbound contact center services that allow them to focus on their core business while maximizing profit we deliver the brand promise of our clients by working with them to understand and apply the knowledge behaviors and values at the core of their success missionto support our clients competitive goals and brand recognition through meaningful interactions with their customers by providing quality driven contact center solutions,we are looking to hire motivated people to add to our team of technical support associates we provide support services for thousands of business nationwide job summary åêtroubleshoot via chat email and phone customer problems with computer hardware and software issues as well as client specific equipment and applications by performing the following duties essential duties and responsibilities include the following other duties may be assigned answers incoming inquiries responds to customer questions and solves problems according to standardized procedures while maintaining a courteous manner ûò asks effective questions and gathers information to determine source of problems and customer needs ûò logs on off customer care system and accesses account files ûò enters alpha and numeric data via computer keyboard into an automated system accurately ûò accurately captures all customer and issue related information in the proper database ûò leads customers through documented process of fixing their software hardware or network problems ûò uses product information multiple client tools client specific reference materials scripting advanced technical knowledge and customer service skills and problem solving skills to diagnose and solve customer problems ûò stays current with latest technology changes,our entry levelåêtechnical support reps answer inbound calls from customers and respond to questions about phone internet and cable tv issues successful technical support agents have the following qualifications ability to troubleshoot and resolve customer issues ûò ability to utilize on line resources to resolve issues ûò ability to engage with customers while solving problems ûò ability to accurately type 25 wpm ûò ability to talk and enter customer data at the same time,we offer a comprehensive benefits package 401 k paid training paid time off promotional opportunities and more,0.0,1.0,0.0,Full-time,Entry level,High School or equivalent,Consumer Services,Other,0
1390.0,sales development rep,"US, NY, New York",Sales,40000-80000,as a growing and successful startup conversocial is a great place to work for ambitious individuals we build a market leading social customer service solution and we need even more great people to help us push that position even further you ûªll get the opportunity to work in an exciting new market where we ûªre helping companies to understand the solution to their problems and are changing the way they interact with consumers we have a trusting hands off management style which is suited for people that are self motivated our employees have the opportunity for independence and responsibility over their own projects but we provide all the support and training they need to get there and to develop their careers at conversocial we like to balance work and play we eat lunch together everyday a company perk and all enjoy a friday treat of cake and few drinks our close knit team is very sociable which makes the conversocial office a relaxed fun and supportive working environment,conversocial is a cloud solution that enables businesses to manage social media as a large scale customer service channel hundreds of major brands use conversocial in the contact center to handle high volume customer service through social media in the most efficient and secure way possible our customers include coach hertz barclaycard tesco medtronic net a porter bank of montreal and many more sales development reps are responsible for prospecting new enterprise sales opportunities and qualifying inbound leads the role is key to our sales and marketing efforts and isåêan ideal entry point to a career in technology sales core responsibilitiesdevelop leads and build a sales pipeline working alongside experienced account directorscreate and prioritize strategic target account lists within a defined territoryconduct high level conversations with executives in prospect accountsprospect for interest and start the sales process using question based selling techniquesactively engage with prospects clients in social media e g twitter blogs etc work closely with sales and marketing groups on focused campaignsupdate company crm to reflect daily activities,degree level qualification1 2 years experience in a sales or prospecting environmentinterest in technology and social mediaexperience with salesforce or similar crm systems a plus,health insurance 401k and lunch every day,0.0,1.0,1.0,Full-time,Entry level,Bachelor's Degree,Computer Software,Sales,0
15091.0,frontend developer,"IT, 25, Milan",Development,25000-31000,we are a digital creative studio focused on ux amp ui design we build delightful websites and applications with wordpress and ruby on rails careerswe are looking for people to join our team of passionate designers and talented engineers åêwe are based in milan italy in talent garden ûïpassion working space û,hi we are looking for talented developers to join our team åêour products are web applications and websites distinguished by an incredible attention to detail quality and beauty of the interface we design and build åêjoin us ifåê ûò you are a web developer who strives to build a top quality state of the art web product åê ûò you mix technical skills in front end development with ux patterns ûò you have a big appetite for mastering new skills and technologies and use your spare time to code loosing count of your github repos åê,ûò 2 years of relevant work experience åê ûò deep knowledge of web standards responsive and accessible interfaces åê ûò expert knowledge of javascript and web technologies html css sass at least one framework among angularjs url_1d0f9eb2a7073ab63d5cfc0f9762fb40962b2b8ad1607a31c869aa4fd0382977 or url_b7bad8ac916069eadd573f035544c52dc3519a0ba054fb7ab1ff9ba3e1525399 åê ûò knowledge of user experience and hci principles åê ûò skills in writing high performance and reusable code for ui components åê ûò strong spoken and written communication skills english åê ûò skills in using versioning control git,ûò full work contract gross salary from ââ 25 000 to ââ 31 000 åê ûò moze welcome pack macbook air åêofficial t shirt and stickers åê ûò 24 7 badge access to work amp relax areas in talent garden ûïpassion working space û åê ûò chance to work and grow in a team of young talented engineers,0.0,1.0,1.0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0
10624.0,systems engineers tiers i iii,"US, TX, Temple",IT Services,40000-70000,at mclane intel we believe that everyone should love where they work åêwe understand that our ongoing success is attributed to our remarkable staff we are a company that promotes career growth ongoing learning and professional development for all of our employees we have a wide range of positions throughout the company and accept and support a broad array of applicants ûófrom recent graduates to seasoned professionals if you are willing to follow our company values enjoy learning new skills and plan to succeed in your career ûówe want you to apply here are a few things we offer thatåêothers often don ûªt autonomyåê ûòåêwe offer a management team that treats their employees with respect and values their input along with a team of skilled technicians that put their teammates above themselves mastery amp growthåê ûòåêwe promote from within and work each one of our technicians to help them get certifications and rise in the tiers experience purposeåê ûòåêwe have a mission and a culture that every employee is strongly invested in working towards because we hand picked people that love what they do it ûªs the difference between people in a row boat rowing as they see fit and people rowing the same direction benefitsåê ûòåêour benefits are some of the best around we have awesome health insurance and a great pto policy we have an awesome teammate bonus where employees nominate other employees weekly each full time employee has a monthly personal and team bonus with specific targets for performance soåêyou always know how you ûªre doing a bit more about what we do mclane intelligent solutions mis is fast growing and dynamic managed services provider located in bell county in central texas we provide a broad range of outsourced it including design installation support maintenance and consulting services to the smb market we have a rising need for smart talented hard working and capable team members who love challenges want to know they are making a difference every day and want to join a fast paced demanding and fun team of professionals,at mclane intelligent solutions we attribute our success to our remarkable staff åê we promote career growth ongoing learning and professional development for all of our employees åê we also offer a level of dedication to our employees that is second to none åêask yourself this are you passionate about working with computers åê do you enjoy helping your family and friends with their technical problems åê do you love learning and want to expand your it skills åê do you have experience with networks workstations and servers åêthen look no further we want you on our team åê this is your opportunity to work with other people who are passionate about technology in an atmosphere that promotes challenge and teamwork yet honors your life outside of work what do we do mclane intelligent solutions is a fast growing managed services provider msp located in central texas we provide a broad range of outsourced it services including design installation support maintenance and consulting to theåêsmall medium businessåêmarket åêwhy do you want to join us benefits we have great health insurance and paid time off we provide a weekly awesome teammate bonus where employees nominate other employees for exceptional work each full time employee also has a monthly personal and team bonus with specific targets for performance so you always know how you ûªre doing growth we work with each technician to help them become certified and advance in their knowledge of the field we also promote from within because we believe in building our employees to be our future leaders extraordinary people and culture we pride ourselves on having great communication within our company each employee meets with their supervisor regularly to discuss their individual development and we have a company wide weekly meeting to go over our company ûªs progress values ûò our company has five values that drive how we do business integrity service above self work with rigor at work authentic conversation and enjoy and be a joy due to growth we have the following positions on our professional services engineering team in temple tx systems engineers tiers i iii 40k 70k doe entry level to experiencedour systems engineers work as a team to design and implement solutions to complex business problems for our clients åê we are looking for the following skills,experience in providing customer service on site and remote on a technical level to an end user clientexperience with lan wan network technologies i e installation of routers switches and network client software hands on technical pc support and service experience desktop and laptop hardware and software troubleshooting installation configuration and upgradesexperience with desktop operating systems and application software products in a windows environment excellent oral written communication skills emphasis on technical communication in a business environment åê must be fluent in the english language valid driver ûªs license good driving record and reliable transportationcandidate must have ability to pass an extensive background check and drug screen preferred but not required associate ûªs degree in computer science mis or similar discipline and a minimum of 2 years ûª experience certifications such as a network mta etc are a plus but not required tcp ip dns dhcp and cisco firewalls and switchesterminal services a plusms server experience a plusphysical requirements ability bend crouch crawlåêability to lift up to 75 lbs åêability to use phone and phone headsetåêability to type using a keyboard and mouseåê,all qualified mclane intelligent solutions employees receive paid vacationamazing health dental vision and prescription insuranceåêshort term and long term disability benefitsåê401kåêflexible spending accountsåêcompany provided life insuranceand much more come explore what life in central texas is all about in a family friendly community and company mclane intelligent solutions is an equal opportunity employer åê we consider applicants for all positions without regard to race color religion gender national origin age marital status sexual identification or veteran status the presence of a non job related medical condition or handicap or any other legally protected status,0.0,1.0,1.0,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0
1658.0,designer augmented reality and mobile,"GB, LND, London",Creative Services,23000-32000,as augmented reality jobs go one at blippar is hard to beat we are a rapidly expandingåêcreative startup at the forefront of a brand new industry so working here offers realåêopportunities to shape an innovative technology and the way in which people use it because of this we like working with imaginative people who think outside the box and weåêlove people who throw the whole box away and build something completely new åêour bright open centrally located offices are energetic environments bursting withåêcollaborative ideas and boundless enthusiasm aside from being part of an exciting driven super friendly team that will nurture your talentsåêand help you grow at blippar you ûªll find plenty more tangible benefits including weekly freeåêlunches evening drinks and olive the office dog you ûªll also be working intimately from the start with some of the world ûªs biggest brands åêfrom coca cola and nestle to conde nast p amp g and jaguar as a young growing company spearheading the exciting augmented reality industry theåêbiggest perk of all is the creative control you ûªll be afforded whether you ûªre part of the design åêtech commercial or marketing teams åêafter all we think our people are amazing so we want them to stick around,we are looking for amazing digital designers to join us at blippar come help us design and build awesome augmented reality experiences on one of the world ûªs fastest growing image recognition platforms reporting to the lead creative in london you will be given unparalleled creative freedom to design and build blipps for some of the world ûªs biggest and most forward thinking brands you will understand the platform ûªs capabilities leveraging both your skills as a designer and each brand ûªs proprietary assets to come up with new and exciting ways of utilising blippar ûªs platform from creating mobile games to working on advertising campaigns your primary role will be to design blipps augmented reality experiences for clients wishing to use blippar ûªs amazing potential as an advertising platform we expect you to have both artistic vision and the hands on skills needed to create and design each project you will of course be given plenty of training but an ability to formulate innovative ideas and run with them will help you flourish here,this is an exciting challenge for creative minded designers with a background in building interactive experiences and a portfolio of exciting projects a history working with big brands would be great but is not vital we dont mind where you come from as long as you have a portfolio of amazing work and love working in fast paced environments ideally you will have excellent portfolio of digital projectsconfidence using adobe creative suitean understanding of interactive mobile and game designan understanding of all emerging technologies across mobile wearables and arinnovative and creative flaira passion for making amazing digital experiences,as a designer at blippar you will be offered creative freedom and invited in to all creative sessions we actively encourage you to express your creative vision we value your ideas and value your creative input our bright open centrally located offices are energetic environments bursting with collaborative ideas and boundless enthusiasm as a growing company spearheading the exciting augmented reality industry the biggest perk of all is the creative freedom and control you ûªll be afforded this is a genuine opportunity to shape a brand new medium and the way in which people all over the world use it you will be working closely and from the start with some of the world ûªs leading brands media agencies publishers and educators including pepsi warner brothers procter amp gamble conde nast disney and coca cola developing creative augmented reality solutions for global powerhouses across the full spectrum of industries what we are doing has never been done before so an active imagination is something we value particularly highly blippar ûªs senior management team are dedicated hands on approachable people who will nurture your talent and encourage the development of your own ideas we believe these are key to the continued success story of our platform being part of blippar ûªs close knit passionate forward thinking team affords plenty of potential for learning about and getting involved in all sections of the business as a creative tech company offering spectacular marketing solutions to clients there are few areas we don ûªt touch upon life at blippar is a steep learning curve ideal for ambitious candidates who wish to push themselves into completely uncharted territories we also offer competitive packagesgreat benefits and shares schemeemployee incentive schemeflexible working environmentweekly beers and free lunchesour office dog london international travel opportunitieschance to develop groundbreaking techwork with state of the art hardware and softwareaccess to new wearables including google glassa challenge to change the worldchance to shape a new industrycreative freedom and controlexperience with all mobile operating systemscollaborative opportunities with huge brandsplease apply now for more details on this role or check out our careers page for more details on other opportunities to work with us,0.0,1.0,1.0,Full-time,Associate,Bachelor's Degree,Internet,Design,0
7236.0,director research evaluation,"US, NJ, Newark",Research & Evaluation,65000-85000,the intersect fund is a nonprofit organization that empowers entrepreneurs to build strong businesses so they can generate income build assets and spark dramatic social change in their communities we have offices in newark nj new brunswick nj and san francisco ca,the intersect fund a newark n j based nonprofit that invests in people who need help so they can build strong businesses and create jobs is looking for a visionary data nerd to head and grow our research amp evaluation department this is our skunkworks internal research arm with a meta mission of solving problems through data to make the intersect fund smarter more efficient and more effective åêyou ûªll lead a department of two including you and come up with a plan to grow your team to 4 5 people in the next 3 years this position has three main areas of responsibility data collection and analysis you will be the go to person on the team for questions about our data and how we can improve our products processes and performance you will be served up broad questions ranging from ûïwhat changes should we consider making to our underwriting criteria to reduce losses û ûïhow much time should we be spending with loan applicants we decline û ûïwhat kinds of advice would be most helpful for our clients ûïhow much should we charge a new city to bring in if and what results can we promise û ûïhow big is the unmet demand for microcredit in new york city û do you get pumped just reading the above questions and immediately think of dozens of ways to answer them off the top of your head then we ûªre looking for you you must be able to design analyses and research experiments to answer these questions in a timely manner with imperfect data and limited resources åêyou are in charge of all aspects of what where and how we collect data this includes both our main business investing in entrepreneurs in new jersey and our side business lend for america which seeds and supports campus based microfinance programs across the country you ûªll also design write and execute evaluation plans for every grant that we have even though you won ûªt be working with clients directly you are responsible for each piece of data collected and making sure it is accurate and timely you must have an encyclopedic knowledge of our operation and in order to design data collection tools and processes that get what we need without creating an undue burden on staff you must also build credibility among the staff by regularly delivering real value to them so they will do what ûªs needed for you to succeed there are industry standards and best practices used by our peers to evaluate their performance and we ûªll expect you to know these backwards and forwards in order to be successful you ûªll have to take this to the next level you must be able to invent new measures collection protocols and techniques and analyses that allow us to get higher quality more detailed and more frequent data on our performance research and dissemination the intersect fund aims to be a thought leader in the areas of credit building financial capability microfinance and microbusiness development we think there are a number of areas where the existing research is either nonexistent or insufficient and we are in a unique position to conduct research as a direct service organization rather than an intermediary which is one more level removed from customers you ûªll position the intersect fund as an authority on these topics by authoring case studies and white papers conducting webinars and speaking on conference panels mis you will be responsible for implementation of the product strategy set by the ceo for the intersect fund ûªs proprietary management information system which we have made a commitment to invest hundreds of thousands of dollars in annually our mis is an ongoing project with year round development for constant features this includes working with our awesome offshore development team in india prioritizing features on the road map and making day to day decisions on interface user experience data visualization and business logic and rules our major priorities for our system are to ruthlessly automate repetitive tasks that a human currently must do manuallymake feedback as real time as possible rather than waiting for batchesallow processes to move asynchronously and in paralleloptimize for mobile use rather than on a computerour goal is to build a system that is five years ahead of anything our peer are using and is a major competitive advantage for us in the market you will work with our development team to seamlessly integrate your data systems into our business workflows enabling us to collect data that would not be possible on another platform,fluency in spanish desiredexpert in microsoft excelyou are a prolific writer and can communicate complex concepts clearly and conciselyyou know enough statistics to do rigorous analysis when needed but also know how to design a research project that understands the realities of being in a growing busy organization i e you are not going to try and solve every problem with a randomized control trial you have a working knowledge of financial statementson most anything you have a point of view on what a dashboard should look like whether a data field should be a text entry or mult select and whether to push a feature to the next version of our software or not you can make these decisions instinctually and you are usually right you have an undergrad level knowledge of statistics you know your t values from your r squareds you can develop data visualizations that make it easy to communicate complex conceptsyou know how to manage a software development project,base salary plus annual performance based bonushealth insurance we pay 100 of employee premium 403 b retirement savings plan with generous employer matchflexible spending accountwe don t count vacation daysa kick ass tech setup of your choice for slinging spreadsheets think fast retina macbook pro with dual 27 monitors,1.0,1.0,1.0,Full-time,Mid-Senior level,Bachelor's Degree,Nonprofit Organization Management,Research,0
